name,position,salary,season
Vladimir Radmanovic, SF,1452000,2002
Corey Maggette, SF,1448000,2002
Al Harrington, PF,1436000,2002
Courtney Alexander, SG,1418000,2002
Samaki Walker, PF,1400000,2002
Richard Jefferson, F,1379000,2002
William Avery, G,1375000,2002
Mateen Cleaves, PG,1347000,2002
Troy Murphy, PF,1310000,2002
Eldridge Recasner, G,1300000,2002
Bryce Drew, PG,1300000,2002
Matt Bullard, F,1300000,2002
Popeye Jones, PF,1300000,2002
Jason Collier, C,1280000,2002
Metta World Peace, SF,1241000,2002
Hedo Turkoglu, SF,1216000,2002
Greg Buckner, SG,1210000,2002
Kirk Haston, F,1182000,2002
Cal Bowdler, F,1179000,2002
Desmond Mason, SF,1155000,2002
Michael Bradley, PF,1124000,2002
James Posey, SF,1120000,2002
Quentin Richardson, SF,1097000,2002
Quincy Lewis, SG,1070000,2002
Jason Collins, C,1067000,2002
Jamaal Magloire, C,1048000,2002
Steven Hunter, C,1037000,2002
Dion Glover, SG,1027000,2002
Zach Randolph, F,1019000,2002
Speedy Claxton, PG,1006000,2002
Michael Jordan, G,1000000,2002
Danny Ferry, F,1000000,2002
Fred Hoiberg, SG,1000000,2002
Don Reid, F,1000000,2002
John Crotty, G,1000000,2002
Mark Bryant, F,1000000,2002
Jeff Foster, PF,986000,2002
Morris Peterson, SG,966000,2002
Kenny Thomas, PF,946000,2002
Joseph Forte, G,939000,2002
Donnell Harvey, PF,927000,2002
Jeryl Sasser, G,902000,2002
DeShawn Stevenson, SG,890000,2002
Brandon Armstrong, SG,865000,2002
Dalibor Bagaric, C,854000,2002
Tim James, F,837000,2002
Devean George, SF,834000,2002
Andrei Kirilenko, SF,831000,2002
Jake Tsakalidis, C,820000,2002
Brendan Haywood, C,815000,2002
Vonteego Cummings, PG,810000,2002
Mamadou N'diaye, C,793000,2002
Jumaine Jones, SF,786000,2002
Scott Padgett, PF,781000,2002
Samuel Dalembert, C,771000,2002
Erick Barkley, G,765000,2002
Mark Madsen, PF,760000,2002
Jamaal Tinsley, PG,749000,2002
Primoz Brezec, C,749000,2002
Tony Parker, G,744000,2002
Bruce Bowen, SF,715000,2002
Cherokee Parks, PF,715000,2002
Emanual Davis, G,715000,2002
Milt Palacio, PG,690000,2002
Gerald Wallace, SF,664000,2002
Earl Boykins, PG,650000,2002
Adrian Griffin, SG,648000,2002
Ryan Bowen, SF,630000,2002
Rafer Alston, PG,625000,2002
Harold Jamison, F,600000,2002
Mitchell Butler, SG,591000,2002
Kevin Ollie, PG,591000,2002
Chris Dudley, C,591000,2002
Rick Brunson, PG,591000,2002
Brian Shaw, G,591000,2002
Felton Spencer, C,591000,2002
Larry Robinson, G,591000,2002
Gary Trent, PF,591000,2002
Sam Mitchell, F,591000,2002
Erick Strickland, PG,591000,2002
Carlos Rogers, F,591000,2002
Rod Strickland, PG,591000,2002
Troy Hudson, PG,591000,2002
Victor Alexander, F,591000,2002
Monty Williams, SF,591000,2002
Shawnelle Scott, C,591000,2002
Mark Pope, C,591000,2002
Antonio Harvey, F,591000,2002
Jeff McInnis, PG,590000,2002
Darrick Martin, PG,590000,2002
Jacque Vaughn, PG,590000,2002
Kendall Gill, SF,590000,2002
Mitch Richmond, G,590000,2002
Dan Majerle, G,590000,2002
Sean Marks, PF,566000,2002
Vladimir Stepania, C,566000,2002
Damon Jones, PG,566000,2002
Bruno Sundov, C,565000,2002
Felipe Lopez, G,565000,2002
Todd MacCulloch, C,550000,2002
Amal McCaskill, C,541000,2002
Derrick Dial, SG,541000,2002
Charles Smith, SG,541000,2002
Jelani McCoy, PF,541000,2002
Obinna Ekezie, C,541000,2002
Michael Ruffin, PF,540000,2002
Rodney Buford, SF,540000,2002
Mark Blount, C,540000,2002
Mark Strickland, F,539000,2002
Terence Morris, F,490000,2002
Jim Jackson, SF,480000,2002
Predrag Drobnjak, C,479000,2002
Art Long, F,466000,2002
Lee Nailon, SF,466000,2002
Zendon Hamilton, C,466000,2002
Lavor Postell, G,466000,2002
Jerome James, C,466000,2002
Olumide Oyedeji, C,466000,2002
Eduardo Najera, PF,465000,2002
Raja Bell, SG,465000,2002
Michael Redd, SG,465000,2002
Jason Hart, PG,465000,2002
Daniel Santiago, C,465000,2002
Dan Langhi, PF,465000,2002
Eddie Gill, PG,465000,2002
ZhiZhi Wang, C,465000,2002
Eddie House, SG,465000,2002
Jake Voskuhl, C,465000,2002
Stephen Jackson, SF,465000,2002
A.J. Guyton, G,465000,2002
Brian Cardinal, PF,465000,2002
Hanno Mottola, C,465000,2002
Slava Medvedenko, PF,465000,2002
Reggie Slater, F,438000,2002
Steve Goodrich, F,389000,2002
Gilbert Arenas, PG,333000,2002
Ratko Varda, C,333000,2002
Earl Watson, PG,333000,2002
Jarron Collins, C,333000,2002
Kenny Satterfield, G,333000,2002
Malik Allen, PF,333000,2002
Jamison Brewer, PG,333000,2002
Trenton Hassell, SF,333000,2002
Tierre Brown, PG,333000,2002
Oscar Torres, G,333000,2002
Dean Oliver, G,333000,2002
Ruben Boumtje-Boumtje, C,333000,2002
Norm Richardson, G,333000,2002
Brian Scalabrine, PF,333000,2002
Carlos Arroyo, PG,333000,2002
Ernest Brown, C,333000,2002
Antonis Fotsis, F,332000,2002
Maurice Evans, SG,332000,2002
Damone Brown, PF,332000,2002
Will Solomon, PG,332000,2002
Alvin Jones, C,332000,2002
Bobby Simmons, SF,332000,2002
Alton Ford, SF,332000,2002
Jeff Trepagnier, SG,332000,2002
Loren Woods, C,332000,2002
Jabari Smith, C,304000,2002
Mike James, PG,237000,2002
Kevin Garnett, PF,25200000,2003
Shaquille O'Neal, C,23571000,2003
Shawn Kemp, C,21500000,2003
Juwan Howard, PF,20625000,2003
Scottie Pippen, SF,19727000,2003
Karl Malone, PF,19250000,2003
Rasheed Wallace, PF,16200000,2003
Dikembe Mutombo, C,16105000,2003
Chris Webber, C,14343000,2003
Damon Stoudamire, PG,13500000,2003
Gary Payton, PG,13080000,2003
Antoine Walker, PF,12375000,2003
Shareef Abdur-Rahim, PF,12375000,2003
Allen Iverson, SG,12375000,2003
Latrell Sprewell, SG,12375000,2003
Vin Baker, PF,12375000,2003
Zydrunas Ilgauskas, C,12375000,2003
Anfernee Hardaway, SF,12375000,2003
Ray Allen, SG,12375000,2003
Kobe Bryant, SF,12375000,2003
Stephon Marbury, PG,12375000,2003
Tracy McGrady, SG,12072000,2003
Tim Duncan, C,12072000,2003
Jalen Rose, SG,12072000,2003
Keith Van Horn, PF,12072000,2003
Grant Hill, SF,12072000,2003
Reggie Miller, SG,12046000,2003
Antonio Davis, PF,12000000,2003
Michael Finley, SG,11953000,2003
Vlade Divac, C,11248000,2003
Eddie Jones, SG,11200000,2003
Brian Grant, PF,11121000,2003
Allan Houston, SG,11000000,2003
Tom Gugliotta, PF,10890000,2003
Tim Thomas, PF,10750000,2003
Vince Carter, G,10625000,2003
David Robinson, C,10500000,2003
Nick Van Exel, PG,10003000,2003
Steve Smith, SG,9900000,2003
Glenn Robinson, SF,9860000,2003
Derrick Coleman, PF,9830000,2003
Theo Ratliff, C,9375000,2003
Jason Kidd, PG,9260000,2003
Glen Rice, SF,9200000,2003
Kenny Anderson, PG,9185000,2003
John Stockton, G,9000000,2003
Kerry Kittles, SG,8717000,2003
Clifford Robinson, PF,8421000,2003
Toni Kukoc, SF,8050000,2003
Dale Davis, PF,8000000,2003
Elden Campbell, C,7975000,2003
Greg Ostertag, C,7799000,2003
Jamal Mashburn, SF,7750000,2003
Maurice Taylor, PF,7150000,2003
Derek Anderson, SG,7145000,2003
Donyell Marshall, PF,7140000,2003
Alan Henderson, PF,7091000,2003
P.J. Brown, PF,7044000,2003
Wesley Person, SF,7000000,2003
Austin Croshere, PF,6960000,2003
Jermaine O'Neal, C,6950000,2003
Erick Dampier, C,6858000,2003
Marcus Camby, C,6750000,2003
Kelvin Cato, C,6696000,2003
Ron Mercer, SG,6618000,2003
Tyrone Hill, PF,6600000,2003
Bo Outlaw, PF,6555000,2003
Shandon Anderson, SF,6100000,2003
Michael Olowokandi, C,6061000,2003
Lorenzen Wright, PF,6050000,2003
Jerry Stackhouse, SF,6000000,2003
Chris Mills, SF,6000000,2003
Steve Nash, PG,5750000,2003
Charlie Ward, PG,5750000,2003
Eddie Robinson, SF,5726000,2003
Doug Christie, SG,5625000,2003
Peja Stojakovic, SF,5625000,2003
Tariq Abdul-Wahad, SF,5625000,2003
Bob Sura, PG,5540000,2003
Mike Bibby, PG,5448000,2003
Alvin Williams, PG,5350000,2003
Howard Eisley, PG,5312000,2003
Robert Horry, PF,5300000,2003
Jerome Williams, PF,5250000,2003
Jason Caffey, F,5250000,2003
Vitaly Potapenko, C,5238000,2003
Nazr Mohammed, C,5130000,2003
Brevin Knight, PG,5062000,2003
Brent Barry, SG,5040000,2003
Eric Williams, PF,5004000,2003
Ben Wallace, PF,5000000,2003
Calvin Booth, C,4992000,2003
Anthony Mason, F,4992000,2003
Ruben Patterson, PF,4992000,2003
Todd MacCulloch, C,4991000,2003
Joe Smith, PF,4991000,2003
Clarence Weatherspoon, PF,4991000,2003
Avery Johnson, PG,4991000,2003
Christian Laettner, PF,4973000,2003
Danny Fortson, C,4935000,2003
Raef LaFrentz, C,4926000,2003
Kurt Thomas, PF,4904000,2003
Jahidi White, C,4903000,2003
Cuttino Mobley, SG,4903000,2003
Rashard Lewis, PF,4903000,2003
Elton Brand, PF,4895000,2003
Scot Pollard, C,4827000,2003
Brad Miller, C,4800000,2003
Shawn Bradley, C,4675000,2003
Darrel Armstrong, PG,4506000,2003
Corliss Williamson, PF,4500000,2003
Aaron McKie, SG,4500000,2003
Sam Cassell, PG,4500000,2003
Antawn Jamison, PF,4469000,2003
Adonal Foyle, C,4400000,2003
Steve Francis, PG,4383000,2003
Mark Jackson, PG,4220000,2003
Rick Fox, SF,4170000,2003
Michael Stewart, PF,4160000,2003
Eric Snow, PG,4125000,2003
Kenyon Martin, PF,4067000,2003
Ervin Johnson, C,4030000,2003
Tony Battie, C,4000000,2003
Travis Knight, C,4000000,2003
Kwame Brown, C,3974000,2003
Baron Davis, PG,3942000,2003
Zeljko Rebraca, C,3850000,2003
Tim Hardaway, G,3780000,2003
Tracy Murray, SF,3740000,2003
Robert Traylor, PF,3726000,2003
Stromile Swift, PF,3656000,2003
Anthony Carter, PG,3656000,2003
Chucky Atkins, PG,3600000,2003
David Wesley, SG,3600000,2003
Moochie Norris, PG,3600000,2003
Marc Jackson, PF,3575000,2003
Lamar Odom, PF,3557000,2003
Jason Williams, PG,3425000,2003
Antonio Daniels, PG,3375000,2003
LaPhonso Ellis, F,3300000,2003
Lawrence Funderburke, PF,3300000,2003
Darius Miles, SF,3267000,2003
Andrew DeClercq, C,3263000,2003
Jonathan Bender, SF,3226000,2003
Anthony Peeler, SG,3220000,2003
Pau Gasol, PF,3194000,2003
Jon Barry, SG,3175000,2003
Larry Hughes, SG,3159000,2003
Evan Eschmeyer, C,3104000,2003
Derek Fisher, PG,3000000,2003
Lindsey Hunter, SG,3000000,2003
Chris Whitney, PG,2962000,2003
Marcus Fizer, F,2946000,2003
Wally Szczerbiak, SG,2933000,2003
Dirk Nowitzki, F,2923000,2003
Mikki Moore, C,2813000,2003
Paul Pierce, SF,2793000,2003
Bonzi Wells, SG,2777000,2003
Matt Maloney, G,2775000,2003
Michael Doleac, C,2753000,2003
Chris Crawford, SF,2750000,2003
Keon Clark, PF,2726000,2003
Othella Harrington, PF,2700000,2003
Randy Brown, G,2700000,2003
Bimbo Coles, PG,2700000,2003
Aaron Williams, C,2700000,2003
Tony Delk, PG,2700000,2003
Chauncey Billups, PG,2700000,2003
Bobby Jackson, PG,2700000,2003
Michael Dickerson, G,2699000,2003
Richard Hamilton, SG,2681000,2003
Mike Miller, SG,2668000,2003
Matt Harpring, SF,2667000,2003
Horace Grant, C,2662000,2003
Sean Rooks, C,2640000,2003
Lucious Harris, SG,2640000,2003
Hubert Davis, SG,2631000,2003
Steve Kerr, G,2625000,2003
Michael Curry, SF,2600000,2003
George Lynch, SF,2600000,2003
Andre Miller, PG,2460000,2003
Rasho Nesterovic, C,2436000,2003
Stacey Augmon, SF,2400000,2003
John Amaechi, PF,2393000,2003
Shane Battier, SF,2368000,2003
Shawn Marion, SG,2265000,2003
Pat Garrity, PF,2238000,2003
Chris Mihm, C,2222000,2003
Eddie Griffin, PF,2162000,2003
Ricky Davis, SG,2156000,2003
Jason Terry, G,2153000,2003
Brian Skinner, PF,2148000,2003
Al Harrington, PF,2110000,2003
Corey Maggette, SF,2069000,2003
Jamal Crawford, G,2026000,2003
Shammond Williams, PG,1987000,2003
DeSagana Diop, C,1980000,2003
Metta World Peace, SF,1904000,2003
Tyronn Lue, PG,1885000,2003
Joel Przybilla, C,1862000,2003
Rodney White, SF,1821000,2003
Keyon Dooling, PG,1769000,2003
Joe Johnson, G,1729000,2003
James Posey, SF,1723000,2003
Jerome Moiso, C,1681000,2003
Danny Manning, F,1650000,2003
Kedrick Brown, SG,1643000,2003
Tony Massenburg, PF,1636000,2003
Etan Thomas, C,1605000,2003
Dion Glover, SG,1584000,2003
Jeff Foster, PF,1571000,2003
Vladimir Radmanovic, SF,1561000,2003
Kenny Thomas, PF,1557000,2003
Devean George, SF,1542000,2003
Samaki Walker, PF,1540000,2003
Courtney Alexander, SG,1524000,2003
Richard Jefferson, F,1482000,2003
Mateen Cleaves, PG,1441000,2003
Jumaine Jones, SF,1419000,2003
Scott Padgett, PF,1410000,2003
Troy Murphy, PF,1409000,2003
Corie Blount, PF,1400000,2003
Brian Shaw, G,1400000,2003
Calbert Cheaney, SG,1400000,2003
Monty Williams, SF,1400000,2003
Jason Collier, C,1376000,2003
Hedo Turkoglu, SF,1300000,2003
Bryce Drew, PG,1300000,2003
Kirk Haston, F,1271000,2003
Desmond Mason, SF,1235000,2003
Michael Bradley, PF,1208000,2003
Quentin Richardson, SF,1174000,2003
Jason Collins, C,1147000,2003
Jamaal Magloire, C,1126000,2003
Danny Ferry, F,1100000,2003
Fred Hoiberg, SG,1100000,2003
Don Reid, F,1100000,2003
Mark Bryant, F,1100000,2003
Zach Randolph, F,1096000,2003
Speedy Claxton, PG,1081000,2003
Morris Peterson, SG,1033000,2003
Michael Jordan, G,1030000,2003
Joseph Forte, G,1009000,2003
Kevin Willis, C,1000000,2003
Donnell Harvey, PF,992000,2003
Jeryl Sasser, G,969000,2003
DeShawn Stevenson, SG,956000,2003
Brandon Armstrong, SG,930000,2003
Dalibor Bagaric, C,914000,2003
Andrei Kirilenko, SF,893000,2003
Jake Tsakalidis, C,877000,2003
Mamadou N'diaye, C,852000,2003
Bruce Bowen, SF,824000,2003
Cherokee Parks, PF,824000,2003
Emanual Davis, G,824000,2003
Mark Madsen, PF,817000,2003
Jamaal Tinsley, PG,805000,2003
Primoz Brezec, C,805000,2003
Tony Parker, G,800000,2003
Milt Palacio, PG,749000,2003
Gerald Wallace, SF,714000,2003
Jacque Vaughn, PG,700000,2003
Earl Boykins, PG,700000,2003
Vladimir Stepania, C,637000,2003
Mark Blount, C,637000,2003
Amal McCaskill, C,612000,2003
Charles Smith, SG,612000,2003
Ryan Bowen, SF,587000,2003
Jake Voskuhl, C,587000,2003
Stephen Jackson, SF,587000,2003
Olumide Oyedeji, C,587000,2003
Predrag Drobnjak, C,526000,2003
Gilbert Arenas, PG,512000,2003
Damone Brown, PF,512000,2003
Terence Morris, F,512000,2003
Jamison Brewer, PG,512000,2003
Trenton Hassell, SF,512000,2003
Alton Ford, SF,512000,2003
Jeff Trepagnier, SG,512000,2003
Brian Scalabrine, PF,512000,2003
Kevin Garnett, PF,28000000,2004
Shaquille O'Neal, C,26571000,2004
Rasheed Wallace, PF,18000000,2004
Dikembe Mutombo, C,17895000,2004
Allan Houston, SG,15937000,2004
Chris Webber, C,15937000,2004
Damon Stoudamire, PG,14625000,2004
Antoine Walker, PF,13500000,2004
Antonio McDyess, PF,13500000,2004
Shareef Abdur-Rahim, PF,13500000,2004
Allen Iverson, SG,13500000,2004
Latrell Sprewell, SG,13500000,2004
Vin Baker, PF,13500000,2004
Zydrunas Ilgauskas, C,13500000,2004
Anfernee Hardaway, SF,13500000,2004
Ray Allen, SG,13500000,2004
Kobe Bryant, SF,13500000,2004
Stephon Marbury, PG,13500000,2004
Michael Finley, SG,13281000,2004
Keith Van Horn, PF,13280000,2004
Tracy McGrady, SG,13279000,2004
Tim Duncan, C,13279000,2004
Jalen Rose, SG,13279000,2004
Eddie Jones, SG,12320000,2004
Brian Grant, PF,12234000,2004
Vlade Divac, C,12051000,2004
Antonio Davis, PF,12000000,2004
Vince Carter, G,11953000,2004
Tim Thomas, PF,11825000,2004
Tom Gugliotta, PF,11668000,2004
Jason Kidd, PG,10950000,2004
Nick Van Exel, PG,10912000,2004
Glenn Robinson, SF,10730000,2004
Theo Ratliff, C,10156000,2004
Glen Rice, SF,9600000,2004
Kerry Kittles, SG,9267000,2004
Greg Ostertag, C,8666000,2004
Jamal Mashburn, SF,8525000,2004
Toni Kukoc, SF,8050000,2004
Maurice Taylor, PF,7800000,2004
Derek Anderson, SG,7794000,2004
Wesley Person, SF,7700000,2004
Alan Henderson, PF,7682000,2004
Austin Croshere, PF,7610000,2004
Erick Dampier, C,7482000,2004
Kelvin Cato, C,7344000,2004
Marcus Camby, C,7250000,2004
Ron Mercer, SG,7169000,2004
Shandon Anderson, SF,6700000,2004
Lorenzen Wright, PF,6600000,2004
Jerry Stackhouse, SF,6500000,2004
Elton Brand, PF,6364000,2004
Doug Christie, SG,6250000,2004
Peja Stojakovic, SF,6250000,2004
Eddie Robinson, SF,6246000,2004
Bob Sura, PG,6166000,2004
Charlie Ward, PG,6030000,2004
Bo Outlaw, PF,5955000,2004
Howard Eisley, PG,5843000,2004
Steve Nash, PG,5750000,2004
Steve Francis, PG,5720000,2004
Vitaly Potapenko, C,5715000,2004
Nazr Mohammed, C,5700000,2004
Eric Williams, PF,5560000,2004
Christian Laettner, PF,5526000,2004
Alvin Williams, PG,5500000,2004
Ben Wallace, PF,5500000,2004
Ruben Patterson, PF,5447000,2004
Calvin Booth, C,5446000,2004
Joe Smith, PF,5445000,2004
Clarence Weatherspoon, PF,5445000,2004
Avery Johnson, PG,5445000,2004
Danny Fortson, C,5428000,2004
Jerome Williams, PF,5400000,2004
Brent Barry, SG,5400000,2004
Jahidi White, C,5394000,2004
Kurt Thomas, PF,5394000,2004
Cuttino Mobley, SG,5393000,2004
Scot Pollard, C,5310000,2004
Robert Horry, PF,5300000,2004
Shawn Bradley, C,5194000,2004
Baron Davis, PG,5173000,2004
Kenyon Martin, PF,5128000,2004
Brevin Knight, PG,5062000,2004
Corliss Williamson, PF,5000000,2004
Aaron McKie, SG,5000000,2004
Lamar Odom, PF,4692000,2004
Stromile Swift, PF,4614000,2004
Mark Jackson, PG,4580000,2004
Rick Fox, SF,4549000,2004
Lamond Murray, SF,4500000,2004
Eric Snow, PG,4500000,2004
Michael Stewart, PF,4480000,2004
Tony Battie, C,4400000,2004
Adonal Foyle, C,4400000,2004
Jonathan Bender, SF,4278000,2004
Kwame Brown, C,4252000,2004
Zeljko Rebraca, C,4200000,2004
Darius Miles, SF,4130000,2004
Anthony Carter, PG,4063000,2004
David Wesley, SG,3960000,2004
Wally Szczerbiak, SG,3912000,2004
Chucky Atkins, PG,3900000,2004
Marc Jackson, PF,3900000,2004
Marcus Fizer, F,3726000,2004
Andrew DeClercq, C,3625000,2004
Lawrence Funderburke, PF,3600000,2004
Moochie Norris, PG,3600000,2004
Richard Hamilton, SG,3596000,2004
Pau Gasol, PF,3417000,2004
Mike Miller, SG,3380000,2004
Andre Miller, PG,3317000,2004
Lindsey Hunter, SG,3300000,2004
Chris Whitney, PG,3259000,2004
DerMarr Johnson, SF,3087000,2004
Shawn Marion, SG,3069000,2004
Derek Fisher, PG,3000000,2004
Chris Crawford, SF,3000000,2004
Jason Terry, G,2933000,2004
Othella Harrington, PF,2925000,2004
Bimbo Coles, PG,2925000,2004
Aaron Williams, C,2925000,2004
Tony Delk, PG,2925000,2004
Bobby Jackson, PG,2925000,2004
Horace Grant, C,2903000,2004
Hubert Davis, SG,2894000,2004
Corey Maggette, SF,2862000,2004
Chris Mihm, C,2823000,2004
Michael Curry, SF,2800000,2004
George Lynch, SF,2800000,2004
Metta World Peace, SF,2676000,2004
John Amaechi, PF,2610000,2004
Jamal Crawford, G,2577000,2004
Shane Battier, SF,2533000,2004
James Posey, SF,2445000,2004
Stacey Augmon, SF,2400000,2004
Joel Przybilla, C,2373000,2004
Quincy Lewis, SG,2350000,2004
Dion Glover, SG,2270000,2004
Jeff Foster, PF,2264000,2004
Keyon Dooling, PG,2256000,2004
Devean George, SF,2244000,2004
Jerome Moiso, C,2230000,2004
Kenny Thomas, PF,2225000,2004
Etan Thomas, C,2211000,2004
Mateen Cleaves, PG,2134000,2004
DeSagana Diop, C,2118000,2004
Jason Collier, C,2109000,2004
Jumaine Jones, SF,2104000,2004
Scott Padgett, PF,2102000,2004
Hedo Turkoglu, SF,1995000,2004
Rodney White, SF,1948000,2004
Desmond Mason, SF,1898000,2004
Joe Johnson, G,1850000,2004
Quentin Richardson, SF,1805000,2004
Kedrick Brown, SG,1757000,2004
Jamaal Magloire, C,1735000,2004
Vladimir Radmanovic, SF,1670000,2004
Speedy Claxton, PG,1667000,2004
Morris Peterson, SG,1646000,2004
Donnell Harvey, PF,1631000,2004
DeShawn Stevenson, SG,1624000,2004
Richard Jefferson, F,1586000,2004
Jake Tsakalidis, C,1580000,2004
Mamadou N'diaye, C,1537000,2004
Troy Murphy, PF,1507000,2004
Mark Madsen, PF,1474000,2004
Bryce Drew, PG,1300000,2004
Michael Bradley, PF,1292000,2004
Jason Collins, C,1227000,2004
Zach Randolph, F,1172000,2004
Brandon Armstrong, SG,995000,2004
Andrei Kirilenko, SF,956000,2004
Samuel Dalembert, C,887000,2004
Primoz Brezec, C,862000,2004
Jamaal Tinsley, PG,861000,2004
Tony Parker, G,856000,2004
Gerald Wallace, SF,764000,2004
Predrag Drobnjak, C,639000,2004
Trenton Hassell, SF,587000,2004
Shaquille O'Neal, C,29464000,2005
Dikembe Mutombo, C,19684000,2005
Allan Houston, SG,17531000,2005
Chris Webber, C,17351000,2005
Damon Stoudamire, PG,15750000,2005
Antoine Walker, PF,14625000,2005
Shareef Abdur-Rahim, PF,14625000,2005
Allen Iverson, SG,14625000,2005
Latrell Sprewell, SG,14625000,2005
Vin Baker, PF,14625000,2005
Zydrunas Ilgauskas, C,14625000,2005
Anfernee Hardaway, SF,14625000,2005
Ray Allen, SG,14625000,2005
Kobe Bryant, SF,14625000,2005
Stephon Marbury, PG,14625000,2005
Michael Finley, SG,14609000,2005
Tracy McGrady, SG,14487000,2005
Jalen Rose, SG,14487000,2005
Keith Van Horn, PF,14487000,2005
Grant Hill, SF,14487000,2005
Eddie Jones, SG,13440000,2005
Brian Grant, PF,13346000,2005
Vince Carter, G,13281000,2005
Tim Thomas, PF,12900000,2005
Antonio Davis, PF,12000000,2005
Glenn Robinson, SF,12000000,2005
Nick Van Exel, PG,11821000,2005
Theo Ratliff, C,10937000,2005
Kerry Kittles, SG,9817000,2005
Jamal Mashburn, SF,9300000,2005
Maurice Taylor, PF,8450000,2005
Derek Anderson, SG,8444000,2005
Alan Henderson, PF,8273000,2005
Austin Croshere, PF,8260000,2005
Erick Dampier, C,8105000,2005
Kelvin Cato, C,7992000,2005
Marcus Camby, C,7750000,2005
Shandon Anderson, SF,7300000,2005
Lorenzen Wright, PF,7150000,2005
Jerry Stackhouse, SF,7000000,2005
Doug Christie, SG,6875000,2005
Peja Stojakovic, SF,6875000,2005
Kenyon Martin, PF,6667000,2005
Howard Eisley, PG,6375000,2005
Nazr Mohammed, C,6270000,2005
Vitaly Potapenko, C,6191000,2005
Christian Laettner, PF,6078000,2005
Stromile Swift, PF,6022000,2005
Ben Wallace, PF,6000000,2005
Danny Fortson, C,5922000,2005
Calvin Booth, C,5900000,2005
Joe Smith, PF,5899000,2005
Ruben Patterson, PF,5899000,2005
Clarence Weatherspoon, PF,5899000,2005
Kurt Thomas, PF,5885000,2005
Jahidi White, C,5884000,2005
Cuttino Mobley, SG,5883000,2005
Scot Pollard, C,5792000,2005
Steve Nash, PG,5750000,2005
Shawn Bradley, C,5714000,2005
Jerome Williams, PF,5600000,2005
Corliss Williamson, PF,5500000,2005
Aaron McKie, SG,5500000,2005
Darius Miles, SF,5419000,2005
Kwame Brown, C,5361000,2005
Bo Outlaw, PF,5355000,2005
Marcus Fizer, F,4915000,2005
Lamond Murray, SF,4875000,2005
